Iterasi,P20_G200_10_Customers,P20_G500_10_Customers,P20_G1000_10_Customers,P50_G200_10_Customers,P50_G500_10_Customers,P50_G1000_10_Customers,P100_G200_10_Customers,P100_G500_10_Customers,P100_G1000_10_Customers,P20_G200_20_Customers,P20_G500_20_Customers,P20_G1000_20_Customers,P50_G200_20_Customers,P50_G500_20_Customers,P50_G1000_20_Customers,P100_G200_20_Customers,P100_G500_20_Customers,P100_G1000_20_Customers,P20_G200_30_Customers,P20_G500_30_Customers,P20_G1000_30_Customers,P50_G200_30_Customers,P50_G500_30_Customers,P50_G1000_30_Customers,P100_G200_30_Customers,P100_G500_30_Customers,P100_G1000_30_Customers,P20_G200_40_Customers,P20_G500_40_Customers,P20_G1000_40_Customers,P50_G200_40_Customers,P50_G500_40_Customers,P50_G1000_40_Customers,P100_G200_40_Customers,P100_G500_40_Customers,P100_G1000_40_Customers,P20_G200_50_Customers,P20_G500_50_Customers,P20_G1000_50_Customers,P50_G200_50_Customers,P50_G500_50_Customers,P50_G1000_50_Customers,P100_G200_50_Customers,P100_G500_50_Customers,P100_G1000_50_Customers
1,0.000093437956,0.000098151749,0.000096375557,0.000095270151,0.000097242771,0.000097694156,0.000103091346,0.000105313506,0.000102318191,0.000048946600,0.000048544248,0.000047859907,0.000051065976,0.000051947899,0.000052695484,0.000052395901,0.000055558302,0.000053863545,0.000030686562,0.000030735908,0.000029711689,0.000032066269,0.000032105842,0.000031605065,0.000032369445,0.000035169186,0.000033705493,0.000026571775,0.000025972990,0.000026081073,0.000027334779,0.000027615267,0.000026797195,0.000028239596,0.000028153436,0.000027882742,0.000017677340,0.000017776510,0.000017882603,0.000017847916,0.000018609016,0.000018214468,0.000018263383,0.000018535456,0.000018679984
2,0.000094650527,0.000101198224,0.000100235393,0.000099214937,0.000099557664,0.000099313628,0.000106203182,0.000113932948,0.000109811537,0.000049700491,0.000050843899,0.000049759483,0.000054130108,0.000053301222,0.000054552190,0.000054978040,0.000056527437,0.000055802056,0.000031256521,0.000031610052,0.000030891145,0.000033141314,0.000033103489,0.000031701874,0.000033413294,0.000035907977,0.000034382148,0.000027266720,0.000026832329,0.000027241661,0.000027560696,0.000028021215,0.000027252725,0.000028737415,0.000029256062,0.000028763264,0.000017742662,0.000017979173,0.000018137598,0.000018613987,0.000018632789,0.000018513041,0.000018473266,0.000018612056,0.000018729499
3,0.000095959545,0.000101958692,0.000101282326,0.000104755621,0.000101089626,0.000105383141,0.000108970189,0.000115247509,0.000114118017,0.000050209624,0.000051071412,0.000051983168,0.000054913159,0.000055284099,0.000056632414,0.000056498114,0.000057768821,0.000056783000,0.000031670591,0.000032083493,0.000031565026,0.000033678383,0.000033454220,0.000032043434,0.000033752127,0.000037206919,0.000034902310,0.000027812841,0.000027471374,0.000027241661,0.000027770335,0.000028202509,0.000027643152,0.000028980333,0.000029616923,0.000029094861,0.000018124539,0.000018222155,0.000018265550,0.000018732988,0.000018983057,0.000018747514,0.000018669385,0.000018657845,0.000018924796
4,0.000097397490,0.000102454980,0.000102179326,0.000106143396,0.000104220583,0.000108006587,0.000112297080,0.000115635472,0.000115889362,0.000051017873,0.000052816243,0.000052482182,0.000055969079,0.000055791346,0.000058018250,0.000058222814,0.000058197505,0.000058496655,0.000032303241,0.000032083493,0.000031728161,0.000034177579,0.000033718323,0.000032213374,0.000034399481,0.000037990151,0.000035628491,0.000028359707,0.000027591020,0.000027512264,0.000027967946,0.000028363188,0.000027911018,0.000029829358,0.000029717424,0.000029253909,0.000018224720,0.000018249511,0.000018472724,0.000018812547,0.000019261499,0.000018844094,0.000018816117,0.000018961773,0.000018931102
5,0.000097397490,0.000102785565,0.000102379453,0.000107340970,0.000106894817,0.000110163469,0.000112763549,0.000117647239,0.000116347404,0.000051499419,0.000052954885,0.000053507310,0.000056713791,0.000056092619,0.000058134707,0.000059242633,0.000058886385,0.000058912581,0.000032793318,0.000032244001,0.000032385475,0.000034900462,0.000033922697,0.000032535204,0.000035110138,0.000038049244,0.000036095461,0.000028647977,0.000027665740,0.000027851201,0.000028247421,0.000028468139,0.000028000041,0.000029829358,0.000029758305,0.000029794803,0.000018491128,0.000018326072,0.000018493304,0.000018824855,0.000019436033,0.000018867951,0.000018996942,0.000019179392,0.000019076859
6,0.000098001686,0.000104127743,0.000103594394,0.000107441844,0.000111132265,0.000111638243,0.000121519860,0.000120285480,0.000119736161,0.000051828422,0.000053264970,0.000053596930,0.000057776311,0.000056610744,0.000059006932,0.000059505551,0.000059030072,0.000060294907,0.000033151987,0.000032460775,0.000032492565,0.000034956933,0.000033970176,0.000033296074,0.000035483408,0.000038124600,0.000036679213,0.000029370933,0.000027750650,0.000027911074,0.000028336590,0.000028871891,0.000028333812,0.000030009563,0.000029908108,0.000030015730,0.000018506733,0.000018567709,0.000018687816,0.000019184857,0.000019489857,0.000019152665,0.000019049541,0.000019324587,0.000019181611
7,0.000098062617,0.000104233560,0.000106297221,0.000107441844,0.000111133443,0.000111692823,0.000121950904,0.000121939004,0.000120690046,0.000052189023,0.000053495733,0.000054053991,0.000057779031,0.000056911415,0.000059953935,0.000060149381,0.000059207318,0.000060520341,0.000033539947,0.000033197432,0.000033037831,0.000035132430,0.000034116025,0.000033425782,0.000036070118,0.000038355710,0.000036963332,0.000029969580,0.000028318046,0.000027911074,0.000028495941,0.000029040789,0.000028467145,0.000030662299,0.000030003281,0.000030193583,0.000018532011,0.000018764853,0.000018688381,0.000019306156,0.000019528921,0.000019152665,0.000019214396,0.000019481349,0.000019453808
8,0.000099691550,0.000104453337,0.000108992507,0.000107741189,0.000111250777,0.000111774492,0.000122620245,0.000122516986,0.000120811718,0.000052394935,0.000053910202,0.000054860277,0.000058285189,0.000056917097,0.000060133984,0.000060440795,0.000060098223,0.000062284535,0.000033715388,0.000033226349,0.000033037831,0.000035149468,0.000034564600,0.000033686728,0.000036404933,0.000038888988,0.000037995362,0.000030109574,0.000028439332,0.000028255457,0.000028498043,0.000029188139,0.000028982582,0.000030788930,0.000030462677,0.000030412844,0.000018749414,0.000018880022,0.000018797944,0.000019410560,0.000019749946,0.000019327645,0.000019398751,0.000019523130,0.000019466475
9,0.000099691550,0.000107833586,0.000112987933,0.000108216290,0.000111757532,0.000113292334,0.000122955809,0.000123177399,0.000122992169,0.000052545330,0.000055495287,0.000054860277,0.000058446296,0.000057195655,0.000060166874,0.000060598125,0.000060753876,0.000062316073,0.000033818771,0.000033837703,0.000033049457,0.000035758006,0.000034984375,0.000033872935,0.000036409462,0.000038888988,0.000038407583,0.000030602966,0.000028678927,0.000028407890,0.000028787307,0.000029190114,0.000029201858,0.000030788930,0.000030773380,0.000030569727,0.000018952332,0.000018989112,0.000018942452,0.000019522207,0.000020139525,0.000019327645,0.000019516684,0.000019691388,0.000019529395
10,0.000100679532,0.000109799324,0.000113565880,0.000108216290,0.000111955331,0.000113292334,0.000122994740,0.000123677169,0.000125264320,0.000053367385,0.000056709552,0.000056566934,0.000058784172,0.000058337686,0.000061318288,0.000061296329,0.000062016610,0.000062600714,0.000034293281,0.000034106172,0.000033484171,0.000036005656,0.000035087623,0.000033959152,0.000036676561,0.000039151023,0.000038779944,0.000031091299,0.000028774268,0.000028780454,0.000028839716,0.000029290988,0.000029421472,0.000031239667,0.000030836230,0.000031102411,0.000018995441,0.000019311834,0.000019242448,0.000019683338,0.000020230157,0.000019543936,0.000019657590,0.000019692479,0.000019620918
11,0.000102242337,0.000109883767,0.000113962787,0.000110940173,0.000112587519,0.000113478083,0.000123235962,0.000123708310,0.000125434149,0.000053550500,0.000057131964,0.000056566934,0.000059459465,0.000059372395,0.000061520589,0.000061746276,0.000062336828,0.000062967572,0.000034434931,0.000034124215,0.000033555619,0.000036017918,0.000035441253,0.000034120011,0.000037203562,0.000039737778,0.000038867643,0.000031091299,0.000028838603,0.000029081453,0.000029149124,0.000029389162,0.000029851502,0.000031329672,0.000031196409,0.000031467647,0.000019044481,0.000019319327,0.000019312211,0.000019853234,0.000020234569,0.000019592287,0.000019862332,0.000019846137,0.000019798854
12,0.000102607225,0.000110146610,0.000113962787,0.000115214651,0.000112587519,0.000116214877,0.000123779797,0.000123708310,0.000126283998,0.000054212976,0.000057824712,0.000056764420,0.000059459465,0.000059599210,0.000061631198,0.000062007192,0.000062790743,0.000063129182,0.000034777415,0.000034182248,0.000033672371,0.000036074626,0.000035989706,0.000034310932,0.000037203562,0.000040108049,0.000039002846,0.000031104929,0.000028997172,0.000029173764,0.000029313041,0.000029505531,0.000030095042,0.000031473720,0.000031503395,0.000031614505,0.000019044481,0.000019374524,0.000019346917,0.000019981775,0.000020234569,0.000019802563,0.000020192566,0.000019880136,0.000019946501
13,0.000102908306,0.000110283924,0.000114077261,0.000116655879,0.000113113754,0.000116240759,0.000124969291,0.000126528206,0.000126874940,0.000054219913,0.000057905934,0.000056865409,0.000059907320,0.000059665753,0.000061631198,0.000062130249,0.000063224596,0.000063367875,0.000034811393,0.000034391166,0.000033890789,0.000036132200,0.000036090997,0.000034667817,0.000037397628,0.000040422614,0.000039138744,0.000031334789,0.000028997172,0.000029383926,0.000029449121,0.000029578648,0.000030208162,0.000031603043,0.000031713233,0.000031745903,0.000019202951,0.000019451051,0.000019389323,0.000019981775,0.000020234569,0.000019802563,0.000020437441,0.000019994763,0.000020463215
14,0.000103555364,0.000110359411,0.000114585505,0.000116655879,0.000113113754,0.000116597331,0.000125083709,0.000127750932,0.000127300175,0.000054405987,0.000058530369,0.000057008957,0.000060775550,0.000060996518,0.000062219545,0.000062525415,0.000063269898,0.000064643603,0.000035044002,0.000034659994,0.000034011515,0.000036389614,0.000036410696,0.000034912625,0.000037492106,0.000040649492,0.000039641725,0.000031380230,0.000029084131,0.000029419730,0.000029681770,0.000029677174,0.000030619297,0.000031663097,0.000031966207,0.000032347474,0.000019232917,0.000019451051,0.000019506966,0.000020079855,0.000020296455,0.000020174139,0.000020598680,0.000020035080,0.000020465597
15,0.000103732890,0.000110359411,0.000114585505,0.000117183662,0.000113265899,0.000116783757,0.000125083709,0.000127750932,0.000127336870,0.000055976416,0.000058530369,0.000057369354,0.000061254873,0.000061467423,0.000062375970,0.000063113233,0.000064062487,0.000064931375,0.000035494747,0.000035076127,0.000034269214,0.000036403421,0.000036411239,0.000035294750,0.000037655701,0.000041194679,0.000039786152,0.000031496995,0.000029260303,0.000029572416,0.000029694580,0.000029919558,0.000030695393,0.000031784963,0.000031990833,0.000032521017,0.000019297229,0.000019650928,0.000019778344,0.000020131836,0.000020296455,0.000020189418,0.000020619734,0.000020083337,0.000021198870
16,0.000103819671,0.000110359411,0.000114792249,0.000117960514,0.000113401272,0.000117175931,0.000125154312,0.000127989658,0.000127336870,0.000056190638,0.000058829754,0.000057427384,0.000061254873,0.000064180924,0.000062648003,0.000064125979,0.000065046781,0.000065272995,0.000035494747,0.000035090735,0.000034957151,0.000036718408,0.000036471057,0.000035755378,0.000037655701,0.000041696870,0.000040056497,0.000031507082,0.000029342268,0.000029664697,0.000029837477,0.000029925470,0.000030695393,0.000031936141,0.000031990833,0.000032667484,0.000019314870,0.000019650928,0.000019808601,0.000020250924,0.000020298654,0.000020206516,0.000020701433,0.000020178589,0.000021208478
17,0.000103819671,0.000110381278,0.000115095377,0.000118409670,0.000113401272,0.000117458221,0.000125993615,0.000127989658,0.000127336870,0.000056415977,0.000059085025,0.000057870012,0.000061254873,0.000064896220,0.000063032060,0.000064479171,0.000065071942,0.000065736902,0.000035545671,0.000035593238,0.000035476755,0.000036794976,0.000036474858,0.000036121968,0.000037729143,0.000041697731,0.000040161221,0.000031845403,0.000029356366,0.000029680964,0.000029941708,0.000030373854,0.000030915117,0.000032087100,0.000032002904,0.000032905135,0.000019314870,0.000019661025,0.000019808601,0.000020291214,0.000020298654,0.000020287333,0.000020846152,0.000020293056,0.000021356875
18,0.000106692588,0.000110429995,0.000115095377,0.000118607410,0.000113401272,0.000117497165,0.000127646925,0.000127989658,0.000129267870,0.000057525853,0.000059085025,0.000057870012,0.000061472486,0.000064934942,0.000063419276,0.000064850927,0.000065420697,0.000065759136,0.000035545671,0.000035655317,0.000035501488,0.000036880581,0.000036664536,0.000036140457,0.000037968487,0.000041697731,0.000040637904,0.000031874241,0.000029645486,0.000029727236,0.000029941708,0.000030483075,0.000030966066,0.000032119107,0.000032137050,0.000033101526,0.000019405608,0.000019661025,0.000019808601,0.000020339093,0.000020320599,0.000020287333,0.000021061812,0.000020310563,0.000021356875
19,0.000106713359,0.000110458832,0.000115095377,0.000118607410,0.000113401272,0.000117505549,0.000130183804,0.000128438813,0.000129904914,0.000057755750,0.000059155452,0.000057907132,0.000061539276,0.000065046938,0.000063437802,0.000065404083,0.000065420697,0.000065951695,0.000035545671,0.000035692078,0.000035711908,0.000036889428,0.000036664536,0.000036254235,0.000038134213,0.000042108264,0.000040865868,0.000031874241,0.000029694000,0.000029830288,0.000030136540,0.000030539932,0.000030973178,0.000032227546,0.000032288163,0.000033356346,0.000019487928,0.000019661025,0.000019845040,0.000020415436,0.000020512797,0.000020287333,0.000021113304,0.000020430454,0.000021397445
20,0.000106713359,0.000110912270,0.000115095377,0.000118863048,0.000113739234,0.000118027345,0.000130247760,0.000128438813,0.000129904914,0.000058088623,0.000059155452,0.000058227886,0.000062215585,0.000065403117,0.000063466839,0.000066114167,0.000066898134,0.000066337059,0.000035553196,0.000036027024,0.000036095808,0.000037534467,0.000036801616,0.000036254235,0.000038134213,0.000042454072,0.000041070256,0.000032000290,0.000029771120,0.000029857262,0.000030168736,0.000030540702,0.000030974344,0.000032342225,0.000032293592,0.000033629432,0.000019536810,0.000019684683,0.000019846177,0.000020451007,0.000020530549,0.000020384412,0.000021113304,0.000020610419,0.000021458160
21,0.000106953883,0.000110939288,0.000115095377,0.000118889317,0.000113862305,0.000120947948,0.000130752045,0.000128438813,0.000129904914,0.000058181368,0.000059211617,0.000058540715,0.000062443776,0.000065454346,0.000063472261,0.000066139539,0.000066909920,0.000067181503,0.000035567036,0.000036042791,0.000036220220,0.000037666258,0.000036844970,0.000036292104,0.000038583191,0.000042596933,0.000041540959,0.000032080913,0.000029781443,0.000029909512,0.000030190000,0.000030540702,0.000031052343,0.000033206930,0.000032293592,0.000033927156,0.000019536810,0.000019703360,0.000019925623,0.000020579409,0.000020535880,0.000020578050,0.000021225326,0.000020618246,0.000021458160
22,0.000108565161,0.000111168246,0.000115095377,0.000118889317,0.000113862305,0.000121294566,0.000130752045,0.000128438813,0.000130992583,0.000058838500,0.000059660606,0.000058720508,0.000063251628,0.000066017477,0.000063535005,0.000066707895,0.000066909920,0.000067714592,0.000035567036,0.000036353508,0.000036790453,0.000038273670,0.000037097897,0.000036469428,0.000038641796,0.000042645415,0.000041602891,0.000032096835,0.000029876196,0.000030065094,0.000030197132,0.000030639472,0.000031097607,0.000033270300,0.000032377007,0.000033927156,0.000019689748,0.000019703360,0.000020033662,0.000020632667,0.000020708374,0.000020733525,0.000021286835,0.000020675606,0.000021667220
23,0.000108565161,0.000111168246,0.000117288877,0.000118889317,0.000113862305,0.000121294566,0.000130840057,0.000128821633,0.000130992583,0.000059943253,0.000059803745,0.000058896636,0.000063379576,0.000066230959,0.000063800210,0.000066745226,0.000067315657,0.000068509939,0.000035567036,0.000036353508,0.000036807847,0.000038288691,0.000037560310,0.000036495127,0.000038829517,0.000043036906,0.000041602891,0.000032513936,0.000029877743,0.000030235365,0.000030297740,0.000030830014,0.000031110173,0.000033338089,0.000032555080,0.000034057000,0.000019696750,0.000019703360,0.000020053615,0.000020632667,0.000020735221,0.000020945253,0.000021366733,0.000020794015,0.000021667220
