Iterasi,P20_G200_10_Customers,P20_G500_10_Customers,P20_G1000_10_Customers,P50_G200_10_Customers,P50_G500_10_Customers,P50_G1000_10_Customers,P100_G200_10_Customers,P100_G500_10_Customers,P100_G1000_10_Customers,P20_G200_20_Customers,P20_G500_20_Customers,P20_G1000_20_Customers,P50_G200_20_Customers,P50_G500_20_Customers,P50_G1000_20_Customers,P100_G200_20_Customers,P100_G500_20_Customers,P100_G1000_20_Customers,P20_G200_30_Customers,P20_G500_30_Customers,P20_G1000_30_Customers,P50_G200_30_Customers,P50_G500_30_Customers,P50_G1000_30_Customers,P100_G200_30_Customers,P100_G500_30_Customers,P100_G1000_30_Customers,P20_G200_40_Customers,P20_G500_40_Customers,P20_G1000_40_Customers,P50_G200_40_Customers,P50_G500_40_Customers,P50_G1000_40_Customers,P100_G200_40_Customers,P100_G500_40_Customers,P100_G1000_40_Customers,P20_G200_50_Customers,P20_G500_50_Customers,P20_G1000_50_Customers,P50_G200_50_Customers,P50_G500_50_Customers,P50_G1000_50_Customers,P100_G200_50_Customers,P100_G500_50_Customers,P100_G1000_50_Customers
1,0.000089982999,0.000091138468,0.000086169113,0.000096388591,0.000096026424,0.000100233042,0.000099881296,0.000097823055,0.000100377673,0.000046820729,0.000048664551,0.000050583647,0.000050603231,0.000049750856,0.000050300675,0.000052202287,0.000050892609,0.000053422333,0.000029863748,0.000031136631,0.000030091230,0.000032144141,0.000032190961,0.000032206433,0.000033161541,0.000032712410,0.000033195890,0.000026357983,0.000026476181,0.000026530383,0.000027562610,0.000027154987,0.000027161307,0.000028236874,0.000028153642,0.000027657568,0.000017514241,0.000017916698,0.000017854592,0.000017976309,0.000018672471,0.000018117502,0.000018745097,0.000018363333,0.000018671067
2,0.000091836067,0.000092803775,0.000088173117,0.000098419405,0.000099103402,0.000100924922,0.000103681169,0.000101211641,0.000102772095,0.000048072774,0.000050150310,0.000052471978,0.000051275061,0.000050891979,0.000051880953,0.000054173718,0.000053234441,0.000054670015,0.000031364020,0.000031854308,0.000031357501,0.000033337231,0.000033780375,0.000034227535,0.000034404743,0.000033505167,0.000034279614,0.000027160130,0.000027265377,0.000027055379,0.000028056276,0.000028187492,0.000027937515,0.000028433446,0.000028554549,0.000028583330,0.000017911564,0.000018280010,0.000018167182,0.000018881467,0.000019491860,0.000018431782,0.000019579617,0.000019108827,0.000019474201
3,0.000095686850,0.000095490367,0.000091598851,0.000101864090,0.000104602449,0.000102074495,0.000108467229,0.000102941647,0.000105017791,0.000049717920,0.000051043301,0.000055818147,0.000052719897,0.000052227074,0.000053423353,0.000055945521,0.000055350300,0.000055154433,0.000031933935,0.000032445899,0.000032313544,0.000034455783,0.000035510270,0.000034974500,0.000034796944,0.000035117943,0.000035158263,0.000027614469,0.000027481333,0.000027498496,0.000029011400,0.000029093231,0.000028435543,0.000029620852,0.000029119365,0.000029329389,0.000018205316,0.000018686147,0.000018589345,0.000019204491,0.000019618557,0.000019002426,0.000020122525,0.000019404383,0.000019789868
4,0.000096941750,0.000097656747,0.000095330739,0.000102995674,0.000104862379,0.000103606755,0.000108560554,0.000105643045,0.000110019036,0.000050727277,0.000053270355,0.000055991927,0.000054578963,0.000053700285,0.000055791872,0.000056789097,0.000056749730,0.000056197142,0.000032608142,0.000032862560,0.000033179991,0.000034692589,0.000036174767,0.000035365936,0.000035926882,0.000035881588,0.000036660142,0.000028324959,0.000027996028,0.000027911872,0.000029861421,0.000030239939,0.000028712662,0.000030284225,0.000029839917,0.000029833065,0.000018580437,0.000018985113,0.000019085504,0.000019861272,0.000019937629,0.000019366949,0.000020273782,0.000019852551,0.000020198494
5,0.000098319283,0.000101195356,0.000099206382,0.000103719135,0.000110739695,0.000106696014,0.000113427424,0.000109151026,0.000114606417,0.000052183303,0.000054043618,0.000056818129,0.000054956249,0.000055171021,0.000057825020,0.000057635482,0.000057594236,0.000057168486,0.000033574874,0.000033606751,0.000034033358,0.000035826616,0.000036819569,0.000036454600,0.000037677619,0.000036601589,0.000037263143,0.000028844067,0.000028836162,0.000028312353,0.000030066260,0.000030536459,0.000029670032,0.000031055238,0.000031099191,0.000030505078,0.000018791714,0.000019521523,0.000019288529,0.000020125842,0.000020263877,0.000019686043,0.000020981307,0.000020553427,0.000020840484
6,0.000099643384,0.000101460270,0.000102737188,0.000104994086,0.000114469605,0.000109326472,0.000114468309,0.000113144179,0.000115300692,0.000052545441,0.000054250139,0.000057690389,0.000056534543,0.000056102025,0.000059051803,0.000058885204,0.000058669237,0.000058783356,0.000033811206,0.000034600617,0.000035050888,0.000036439108,0.000037850285,0.000036857154,0.000038392932,0.000037315132,0.000038673602,0.000029164784,0.000029237625,0.000028834972,0.000030469112,0.000030984659,0.000030604402,0.000031659944,0.000031461157,0.000031079040,0.000019048982,0.000019894496,0.000019879794,0.000020384891,0.000020626797,0.000020038144,0.000021088154,0.000020725000,0.000021376537
7,0.000099951566,0.000102377899,0.000104004332,0.000109277879,0.000118136236,0.000109745229,0.000116156424,0.000114429806,0.000117900154,0.000053620531,0.000054764027,0.000057905396,0.000056583753,0.000057880623,0.000060942977,0.000059174642,0.000059700480,0.000059135046,0.000034160354,0.000035119508,0.000035955543,0.000037115943,0.000039064657,0.000037302483,0.000038666217,0.000038760490,0.000039620013,0.000029591893,0.000029380523,0.000029163404,0.000030878964,0.000031734929,0.000031240299,0.000031932481,0.000032275232,0.000031716907,0.000019258683,0.000020580065,0.000020219642,0.000020682971,0.000021093014,0.000020570151,0.000021706189,0.000020942586,0.000021563964
8,0.000101188075,0.000103977127,0.000104120353,0.000112569526,0.000118484488,0.000111306613,0.000119378445,0.000117128625,0.000120846410,0.000054759609,0.000055632838,0.000059380707,0.000059020444,0.000059290973,0.000062009176,0.000059245106,0.000060049746,0.000061693436,0.000034545795,0.000035405461,0.000036665968,0.000038128397,0.000039320006,0.000038460259,0.000039792467,0.000039355530,0.000040196512,0.000029816165,0.000030145473,0.000030261027,0.000032095678,0.000032228747,0.000031738484,0.000032535923,0.000032794810,0.000032031148,0.000019626503,0.000020722002,0.000020475403,0.000020959593,0.000021139671,0.000021033400,0.000022071264,0.000021025534,0.000021884072
9,0.000103631453,0.000104127748,0.000104810454,0.000113144048,0.000118606957,0.000116928644,0.000121977577,0.000117793563,0.000122200423,0.000055243583,0.000055775623,0.000061229323,0.000060530247,0.000060242152,0.000062234333,0.000060905907,0.000061890029,0.000062530281,0.000035029213,0.000036244547,0.000037609080,0.000039297203,0.000040359804,0.000038703226,0.000040063259,0.000039726596,0.000040353648,0.000030368832,0.000030309536,0.000030398960,0.000032366196,0.000033079620,0.000032222252,0.000032924303,0.000033544998,0.000032424802,0.000019941505,0.000021054917,0.000020521822,0.000021702392,0.000021538699,0.000021411861,0.000022285319,0.000021535145,0.000022119992
10,0.000105279031,0.000104610706,0.000107632824,0.000114887213,0.000121689971,0.000116984329,0.000125265883,0.000122403780,0.000122201732,0.000056134098,0.000055976251,0.000061488444,0.000062049106,0.000060498964,0.000063218191,0.000063185973,0.000062654266,0.000063772365,0.000035991069,0.000036552275,0.000037906182,0.000039674121,0.000041227865,0.000039262017,0.000041000986,0.000040940557,0.000042051599,0.000030989205,0.000031028097,0.000030849648,0.000032572676,0.000033344380,0.000032577160,0.000033742755,0.000033765134,0.000032811001,0.000020104551,0.000021236888,0.000020717530,0.000021884423,0.000021703121,0.000021723059,0.000022527606,0.000022195911,0.000022452555
11,0.000107662740,0.000105494628,0.000108255278,0.000115421278,0.000122321164,0.000118213433,0.000125265883,0.000122833698,0.000125190892,0.000056715213,0.000056264784,0.000062475543,0.000063005858,0.000061445776,0.000065295941,0.000063678473,0.000063929260,0.000065637473,0.000036437436,0.000036639084,0.000037957627,0.000040399043,0.000041805325,0.000039640271,0.000041519849,0.000041617952,0.000042838812,0.000031216362,0.000031081919,0.000031217237,0.000033848810,0.000033725026,0.000033115630,0.000034143490,0.000033829316,0.000033311469,0.000020241702,0.000021406100,0.000020803636,0.000022480419,0.000022007714,0.000022406863,0.000022727285,0.000022251224,0.000022730389
12,0.000108145954,0.000105940816,0.000109587751,0.000116075757,0.000123662871,0.000118573897,0.000126132851,0.000124753074,0.000125362306,0.000057075924,0.000056773993,0.000063764270,0.000063472475,0.000061747636,0.000065802691,0.000064542302,0.000063929260,0.000066754479,0.000036706812,0.000038121577,0.000038478104,0.000040947895,0.000042636509,0.000040288137,0.000042610347,0.000042074821,0.000043889512,0.000031300667,0.000031266377,0.000031383600,0.000034231684,0.000034206509,0.000033830905,0.000034455473,0.000034229540,0.000033654358,0.000020384286,0.000021721854,0.000021016487,0.000023048231,0.000022078838,0.000022531848,0.000023149545,0.000022586938,0.000023047647
13,0.000111343693,0.000106115883,0.000110626931,0.000118840390,0.000123662871,0.000119136598,0.000126352363,0.000127008644,0.000125673613,0.000057266214,0.000057339497,0.000063943020,0.000064356971,0.000062665482,0.000066401913,0.000064809502,0.000065076342,0.000068257965,0.000036963686,0.000038671114,0.000038631615,0.000041434396,0.000043954528,0.000041661927,0.000043204612,0.000042474024,0.000044608159,0.000031579568,0.000031473257,0.000031578648,0.000034310950,0.000034485180,0.000034382978,0.000034957620,0.000034842680,0.000034382667,0.000020599166,0.000021793572,0.000021165315,0.000023257208,0.000022239592,0.000022772909,0.000023301745,0.000022817125,0.000023142799
14,0.000113787649,0.000106766913,0.000111040050,0.000123761027,0.000125589704,0.000119405421,0.000126352363,0.000127294234,0.000125726103,0.000057857103,0.000058235091,0.000064067794,0.000064723822,0.000062752226,0.000066677392,0.000065015715,0.000065589929,0.000069068325,0.000037383100,0.000039719549,0.000039186993,0.000042080124,0.000044130266,0.000042338215,0.000043448201,0.000043880962,0.000044961581,0.000031915255,0.000031945925,0.000031682314,0.000034524861,0.000034597270,0.000034589746,0.000035530340,0.000035180892,0.000034887269,0.000020870291,0.000022016332,0.000021414145,0.000023503486,0.000022436833,0.000022974862,0.000023753831,0.000023363321,0.000023265314
15,0.000113846691,0.000109342190,0.000111587394,0.000123837111,0.000128053013,0.000121167194,0.000129519264,0.000127892320,0.000125726103,0.000058349789,0.000058785680,0.000065183631,0.000064950195,0.000063553625,0.000067192862,0.000065988220,0.000066324032,0.000069506772,0.000037600270,0.000040167064,0.000039365080,0.000042817649,0.000044294257,0.000042543696,0.000043692362,0.000043997321,0.000045551933,0.000032372535,0.000032373138,0.000031723953,0.000034683629,0.000034657155,0.000035106673,0.000035854119,0.000035767682,0.000034917014,0.000021082796,0.000022331388,0.000021599442,0.000023638997,0.000022876101,0.000023300934,0.000024096723,0.000023401102,0.000023326375
16,0.000114503591,0.000109489813,0.000112029736,0.000125351756,0.000128475210,0.000123737513,0.000130623245,0.000129500801,0.000126347093,0.000058544093,0.000059163535,0.000065479343,0.000066667067,0.000064046828,0.000067728370,0.000066839700,0.000066977728,0.000069686359,0.000037711883,0.000040682274,0.000039698692,0.000043418056,0.000044441894,0.000042885753,0.000044239875,0.000044661764,0.000046166466,0.000032523470,0.000032492361,0.000032042756,0.000034919026,0.000035463379,0.000035551065,0.000036030594,0.000035941337,0.000035171279,0.000021127173,0.000022492534,0.000021641097,0.000023778249,0.000023155910,0.000023506782,0.000024530367,0.000023452563,0.000023713927
17,0.000115560056,0.000111775988,0.000112351408,0.000125865824,0.000130905251,0.000129039348,0.000130981104,0.000130369090,0.000127257620,0.000059067889,0.000059233348,0.000067136548,0.000067486269,0.000064226682,0.000068744811,0.000067861714,0.000067381518,0.000070173995,0.000038033491,0.000041013823,0.000039891205,0.000044389534,0.000045094469,0.000043228869,0.000044846120,0.000045559313,0.000046780027,0.000032575500,0.000032663987,0.000032216954,0.000035353623,0.000035753897,0.000036239249,0.000036174318,0.000036208932,0.000035569539,0.000021336410,0.000022869286,0.000021897659,0.000023825343,0.000023489565,0.000023743117,0.000024678329,0.000023804163,0.000024298101
18,0.000118640436,0.000112019440,0.000112925401,0.000127756015,0.000130925087,0.000129986208,0.000133492393,0.000131938886,0.000128154267,0.000060479784,0.000060261146,0.000067150563,0.000068418394,0.000064824018,0.000068922510,0.000068335276,0.000067709827,0.000070478767,0.000038419396,0.000041271453,0.000040046047,0.000044545330,0.000045798029,0.000043572459,0.000044963401,0.000045693162,0.000046853812,0.000032896928,0.000033106216,0.000032422790,0.000035445333,0.000036149305,0.000036426002,0.000036317174,0.000036399015,0.000036145801,0.000021365407,0.000022942007,0.000021960992,0.000023964722,0.000023789794,0.000023900395,0.000024835812,0.000024345159,0.000024340867
